ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
A6NCI4|secreted	Cytoplasm	0.1988	0.2754	0.4445	0.0155	0.1485	0.0412	0.0089	0.0066	0.0471	0.0043	0.008
Q9P2J2|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
Q4G0N8|cell-envelope	Cell_membrane	0.7208	0.0014	0.0005	0.0	0.0007	0.3342	0.2111	0.0	0.1227	0.3288	0.0005
P20701|cell-envelope	Cell_membrane	0.9926	0.0011	0.0002	0.0002	0.002	0.9163	0.0597	0.0003	0.0135	0.0067	0.0001
P07996|secreted	Extracellular	0.0392	0.0003	0.0006	0.5431	0.0005	0.0193	0.3158	0.0001	0.0009	0.1193	0.0
O43306|cell-envelope	Cell_membrane	0.9217	0.0007	0.0002	0.0	0.0016	0.8229	0.0405	0.0001	0.0177	0.1157	0.0005
Q9NZQ8|cell-envelope	Cell_membrane	0.9908	0.0003	0.0	0.0	0.0008	0.8944	0.0779	0.0	0.0092	0.0171	0.0002
O14917|cell-envelope	Cell_membrane	0.9991	0.0003	0.0	0.0	0.0006	0.963	0.0315	0.0001	0.0044	0.0001	0.0
Q12809|cell-envelope	Cell_membrane	0.9961	0.0043	0.0002	0.0	0.001	0.9405	0.042	0.0	0.0091	0.0021	0.0006
Q8IUL8|secreted	Extracellular	0.0001	0.0	0.0	0.9986	0.0	0.0002	0.0011	0.0	0.0	0.0	0.0
P11215|cell-envelope	Cell_membrane	0.9971	0.0	0.0	0.001	0.0008	0.975	0.0205	0.0	0.0012	0.0013	0.0001
Q9UHW9|cell-envelope	Cell_membrane	0.8009	0.0002	0.0001	0.0	0.003	0.6286	0.0458	0.0004	0.025	0.2961	0.0008
A8MYU2|cell-envelope	Cell_membrane	0.9822	0.0008	0.0001	0.0	0.0011	0.8569	0.0922	0.0	0.0184	0.0299	0.0006
Q8TAB3|cell-envelope	Cell_membrane	0.9978	0.0009	0.0001	0.0003	0.0013	0.9735	0.0221	0.0001	0.0013	0.0003	0.0
Q14993|secreted	Extracellular	0.0005	0.0	0.0	0.9983	0.0	0.0012	0.0004	0.0	0.0	0.0001	0.0
Q9NRM1|secreted	Extracellular	0.2551	0.1641	0.0313	0.464	0.0952	0.0809	0.0189	0.0006	0.1165	0.0281	0.0003
Q96KG7|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9995	0.0002	0.0	0.0002	0.0	0.0
P35590|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9967	0.0026	0.0	0.0004	0.0002	0.0
Q9BY07|cell-envelope	Cell_membrane	0.9675	0.0004	0.0002	0.0	0.0008	0.9148	0.021	0.0	0.0084	0.054	0.0003
Q6UVM3|cell-envelope	Cell_membrane	0.9172	0.019	0.0023	0.0	0.0022	0.609	0.169	0.0	0.0596	0.1373	0.0016
Q9HCL0|cell-envelope	Cell_membrane	0.9996	0.0001	0.0	0.0	0.0002	0.9971	0.0021	0.0	0.0004	0.0001	0.0
Q7RTY7|secreted	Extracellular	0.1275	0.0049	0.0107	0.8127	0.0441	0.0493	0.06	0.0029	0.0008	0.0138	0.0008
P23229|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9964	0.0031	0.0	0.0003	0.0001	0.0
O75762|cell-envelope	Cell_membrane	0.9523	0.0009	0.0001	0.0	0.0013	0.6836	0.1399	0.0	0.0665	0.1074	0.0003
Q6U841|cell-envelope	Cell_membrane	0.9301	0.0005	0.0001	0.0	0.0009	0.8398	0.0277	0.0	0.0109	0.1198	0.0002
Q9UKP5|secreted	Extracellular	0.0018	0.0	0.0	0.937	0.0	0.012	0.0172	0.0	0.0001	0.0337	0.0
Q8TCU5|cell-envelope	Cell_membrane	0.999	0.0	0.0	0.0	0.0016	0.9553	0.0394	0.0	0.0026	0.001	0.0001
Q9BWV1|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0001	0.0	0.0
P07949|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9988	0.0007	0.0	0.0002	0.0003	0.0
Q9H324|secreted	Extracellular	0.0	0.0	0.0001	0.999	0.0	0.0003	0.0002	0.0	0.0	0.0004	0.0
O94779|cell-envelope	Cell_membrane	0.7073	0.0076	0.0086	0.2398	0.0049	0.5739	0.0892	0.0437	0.0135	0.0176	0.0011
Q0VD83|cell-envelope	Cytoplasm	0.1162	0.0607	0.7135	0.0031	0.0082	0.0916	0.003	0.0034	0.1018	0.0141	0.0005
Q8TE56|secreted	Extracellular	0.0001	0.0	0.0	0.9991	0.0	0.0004	0.0001	0.0	0.0	0.0003	0.0
Q96JA1|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9998	0.0001	0.0	0.0001	0.0	0.0
Q9Y6R1|cell-envelope	Cell_membrane	0.9308	0.0003	0.0	0.0	0.001	0.8198	0.0409	0.0001	0.0159	0.1218	0.0002
P41180|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0	0.0	0.9921	0.0059	0.0	0.0014	0.0006	0.0
Q7Z7G0|secreted	Extracellular	0.0518	0.0005	0.0006	0.9144	0.0005	0.053	0.0108	0.0	0.0117	0.0085	0.0
Q6UY14|secreted	Extracellular	0.0001	0.0	0.0	0.9999	0.0	0.0	0.0001	0.0	0.0	0.0	0.0
O95206|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P00450|secreted	Extracellular	0.0013	0.0002	0.002	0.7939	0.0004	0.0004	0.1076	0.0	0.0	0.0953	0.0
P53708|cell-envelope	Cell_membrane	0.9965	0.0	0.0	0.0	0.0001	0.9922	0.0026	0.0	0.0012	0.0039	0.0
Q08174|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0001	0.0008	0.9633	0.0285	0.0001	0.0059	0.0013	0.0
Q7Z410|cell-envelope	Cell_membrane	0.7467	0.0111	0.0743	0.0837	0.0291	0.6355	0.0888	0.0096	0.0213	0.0182	0.0283
Q8NDX1|cell-envelope	Nucleus	0.0833	0.6941	0.2934	0.0007	0.0006	0.009	0.0002	0.0001	0.0008	0.0003	0.0008
P29323|cell-envelope	Cell_membrane	0.9877	0.0	0.0	0.0067	0.0002	0.9794	0.0094	0.0	0.0024	0.0018	0.0
Q9P1A6|cell-envelope	Cytoplasm	0.0931	0.4448	0.4831	0.0029	0.0005	0.0632	0.0008	0.0005	0.0025	0.0012	0.0005
O15034|cell-envelope	Cytoplasm	0.0619	0.3426	0.6249	0.0003	0.0006	0.0226	0.0005	0.0012	0.0017	0.0035	0.002
P26006|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0001	0.9733	0.023	0.0	0.003	0.0005	0.0
Q02413|cell-envelope	Cell_membrane	0.6444	0.0004	0.0003	0.2705	0.0003	0.6044	0.0892	0.0	0.0042	0.0306	0.0
Q9NYI0|cell-envelope	Cytoplasm	0.0492	0.2877	0.6369	0.0011	0.0014	0.038	0.0044	0.0023	0.0128	0.011	0.0044
P06756|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9986	0.0012	0.0	0.0001	0.0001	0.0
P20594|cell-envelope	Cell_membrane	0.998	0.0001	0.0	0.0004	0.0089	0.9711	0.0173	0.0008	0.0002	0.001	0.0002
Q86Z14|cell-envelope	Endoplasmic_reticulum	0.974	0.0038	0.0038	0.0004	0.0155	0.3653	0.4877	0.0006	0.0582	0.0214	0.0433
A6BM72|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9991	0.0004	0.0	0.0005	0.0	0.0
O60391|cell-envelope	Cell_membrane	0.9974	0.0009	0.0001	0.0005	0.0076	0.841	0.1343	0.0009	0.01	0.0012	0.0036
Q9Y4D2|cell-envelope	Cell_membrane	0.9964	0.0001	0.0	0.0	0.0003	0.9574	0.0273	0.0	0.0117	0.0031	0.0
Q9P2E7|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9995	0.0003	0.0	0.0001	0.0	0.0
Q86SJ6|cell-envelope	Cell_membrane	0.9832	0.0	0.0	0.0028	0.0	0.9904	0.0049	0.0	0.0005	0.0013	0.0
Q13873|cell-envelope	Cell_membrane	0.9929	0.0004	0.0001	0.0011	0.0001	0.9815	0.0119	0.0	0.0028	0.0022	0.0
P54756|cell-envelope	Cell_membrane	0.9967	0.0	0.0	0.0006	0.0002	0.9905	0.0055	0.0	0.0018	0.0014	0.0
Q5JRX3|mitochondrion-matrix	Mitochondrion	0.404	0.0192	0.0511	0.0001	0.9168	0.0005	0.0002	0.0002	0.0006	0.0003	0.011
Q5VY43|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0007	0.0	0.9989	0.0002	0.0	0.0002	0.0	0.0
Q5JWF2|cell-envelope	Cytoplasm	0.1994	0.4046	0.5201	0.0005	0.0003	0.0668	0.0009	0.0001	0.0053	0.0009	0.0006
P20023|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9995	0.0004	0.0	0.0001	0.0	0.0
Q9H2E6|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9991	0.0008	0.0	0.0001	0.0	0.0
A8MWY0|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9998	0.0001	0.0	0.0001	0.0	0.0
Q13733|cell-envelope	Cell_membrane	0.9651	0.0001	0.0	0.0	0.0007	0.92	0.026	0.0	0.0042	0.0486	0.0002
Q9UQ52|cell-envelope	Cell_membrane	0.7843	0.0001	0.0	0.1515	0.0003	0.6051	0.1451	0.0	0.0301	0.0677	0.0
P12109|secreted	Extracellular	0.0009	0.0001	0.0002	0.9873	0.0005	0.0024	0.0045	0.0	0.0005	0.0046	0.0
Q9P232|cell-envelope	Cell_membrane	0.9101	0.0011	0.0007	0.0701	0.0002	0.8357	0.053	0.0	0.0139	0.0251	0.0002
P05023|cell-envelope	Cell_membrane	0.9795	0.0	0.0	0.0	0.0004	0.9218	0.0415	0.0	0.005	0.0311	0.0001
P55017|cell-envelope	Cell_membrane	0.9692	0.0	0.0	0.0	0.0003	0.9417	0.0051	0.0	0.0015	0.0515	0.0
P50993|cell-envelope	Cell_membrane	0.9839	0.0	0.0	0.0	0.0007	0.9444	0.0269	0.0	0.0033	0.0246	0.0001
Q6ZMP0|secreted	Extracellular	0.0002	0.0	0.0002	0.9988	0.0	0.0003	0.0002	0.0	0.0	0.0004	0.0
B0I1T2|cell-envelope	Cytoplasm	0.0338	0.1518	0.7098	0.0008	0.0083	0.0142	0.0048	0.0035	0.0045	0.0086	0.0937
Q63HQ2|secreted	Extracellular	0.0007	0.0001	0.0007	0.9727	0.0012	0.0011	0.0087	0.0	0.0	0.0155	0.0
Q8IZP9|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9983	0.0012	0.0	0.0004	0.0001	0.0
Q9Y6C2|secreted	Extracellular	0.0452	0.0046	0.0128	0.7717	0.0448	0.045	0.1054	0.0022	0.0019	0.0116	0.0001
Q9Y6L7|secreted	Extracellular	0.0004	0.0	0.0	0.9327	0.0	0.0007	0.0357	0.0	0.0	0.0309	0.0
P13637|cell-envelope	Cell_membrane	0.983	0.0	0.0	0.0	0.0002	0.9563	0.0176	0.0	0.002	0.0238	0.0
O43897|secreted	Extracellular	0.0083	0.001	0.0033	0.8901	0.0016	0.0056	0.0387	0.0	0.0015	0.0582	0.0001
Q9NSE4|mitochondrion-matrix	Mitochondrion	0.3883	0.0082	0.0242	0.0002	0.9467	0.0007	0.0003	0.0016	0.0002	0.0001	0.018
Q9ULD0|mitochondrion-matrix	Mitochondrion	0.1309	0.0093	0.0606	0.0007	0.9005	0.0009	0.0004	0.0061	0.0002	0.0006	0.0206
Q9Y2E5|secreted	Endoplasmic_reticulum	0.4448	0.0003	0.0009	0.3811	0.008	0.1404	0.3961	0.0001	0.0054	0.0664	0.0012
Q9ULK0|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9984	0.0012	0.0	0.0002	0.0	0.0
Q7Z2K8|cell-envelope	Cytoplasm	0.0828	0.0381	0.8561	0.016	0.0004	0.0884	0.0	0.0002	0.0005	0.0002	0.0
Q9Y5I4|cell-envelope	Cell_membrane	0.9671	0.0013	0.0003	0.0012	0.006	0.9219	0.0387	0.0001	0.0181	0.0122	0.0003
O43424|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0002	0.9975	0.0017	0.0	0.0002	0.0004	0.0
P29322|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9969	0.002	0.0	0.001	0.0	0.0
Q9NQ90|cell-envelope	Cell_membrane	0.97	0.0002	0.0001	0.0	0.0019	0.9149	0.0253	0.0001	0.0081	0.0491	0.0003
Q13472|mitochondrion-matrix	Nucleus	0.1881	0.711	0.2355	0.0026	0.0139	0.0314	0.0005	0.0003	0.0015	0.0003	0.0029
P32926|cell-envelope	Cell_membrane	0.7277	0.0003	0.0002	0.2114	0.0006	0.715	0.0254	0.0	0.0109	0.0361	0.0
Q9NQ36|secreted	Extracellular	0.0001	0.0001	0.0002	0.9913	0.0	0.0006	0.0028	0.0	0.0001	0.0049	0.0
Q15375|cell-envelope	Cell_membrane	0.9985	0.0	0.0	0.0	0.0003	0.9975	0.0014	0.0	0.0001	0.0006	0.0
P54753|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0001	0.9998	0.0001	0.0	0.0	0.0	0.0
Q53EL9|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0006	0.0002	0.9976	0.0014	0.0	0.0002	0.0	0.0
Q8IX30|secreted	Extracellular	0.0	0.0	0.0	0.9992	0.0	0.0003	0.0002	0.0	0.0	0.0002	0.0
P35523|cell-envelope	Cell_membrane	0.9227	0.0006	0.0001	0.0	0.0009	0.8468	0.0179	0.0002	0.0054	0.1279	0.0002
P54760|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9998	0.0001	0.0	0.0	0.0	0.0
P13497|secreted	Extracellular	0.0006	0.0	0.0001	0.9535	0.0	0.0009	0.0303	0.0	0.0	0.0151	0.0
P54764|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0
P54762|cell-envelope	Cell_membrane	0.9895	0.0	0.0	0.0094	0.0002	0.9845	0.0054	0.0	0.0001	0.0004	0.0
Q9BYT9|cell-envelope	Cell_membrane	0.9841	0.0005	0.0	0.0	0.0023	0.8775	0.062	0.0006	0.0193	0.0372	0.0006
O95886|cell-envelope	Nucleus	0.1014	0.4936	0.4841	0.0004	0.0002	0.0207	0.0001	0.0001	0.0004	0.0001	0.0002
O14490|cell-envelope	Nucleus	0.1285	0.6759	0.2346	0.0006	0.0005	0.0844	0.0003	0.0003	0.002	0.0008	0.0006
Q96RD9|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0002	0.9992	0.0005	0.0	0.0	0.0	0.0
P21709|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
C9J069|cell-envelope	Nucleus	0.0413	0.6719	0.3243	0.0003	0.0002	0.0032	0.0	0.0	0.0	0.0	0.0001
P32418|cell-envelope	Lysosome/Vacuole	0.5465	0.0002	0.0002	0.0	0.002	0.3402	0.0279	0.0003	0.0174	0.6115	0.0004
Q9UL62|cell-envelope	Cell_membrane	0.9575	0.0444	0.0029	0.0001	0.0038	0.6988	0.1486	0.0003	0.0334	0.0642	0.0036
O95980|cell-envelope	Cell_membrane	0.931	0.0003	0.0001	0.0554	0.0001	0.9115	0.024	0.0	0.0045	0.0039	0.0001
O94804|cell-envelope	Cytoplasm	0.0224	0.1494	0.8244	0.0001	0.0002	0.0139	0.0006	0.0001	0.0083	0.0029	0.0002
Q9UHI8|secreted	Extracellular	0.0154	0.0001	0.0003	0.8844	0.0001	0.0058	0.0804	0.0	0.0033	0.0257	0.0
Q9HBX8|cell-envelope	Cell_membrane	0.9959	0.0	0.0	0.0	0.0	0.9968	0.0008	0.0	0.0001	0.0022	0.0
P15144|cell-envelope	Endoplasmic_reticulum	0.9049	0.0002	0.0002	0.0119	0.0083	0.2602	0.3365	0.0044	0.3139	0.0641	0.0002
Q9H158|cell-envelope	Cell_membrane	0.9798	0.0012	0.0002	0.0124	0.0011	0.9145	0.0626	0.0001	0.0071	0.0007	0.0
Q9Y5G9|cell-envelope	Cell_membrane	0.9642	0.0044	0.0011	0.0005	0.0052	0.9232	0.0391	0.0006	0.0063	0.0188	0.0009
P35443|secreted	Extracellular	0.0252	0.0078	0.0125	0.588	0.0158	0.0072	0.2645	0.0038	0.0017	0.0982	0.0006
Q2M2I8|cell-envelope	Cell_membrane	0.4262	0.1239	0.3604	0.0008	0.0028	0.4311	0.0106	0.0008	0.0363	0.0319	0.0014
P36776|mitochondrion-matrix	Mitochondrion	0.3528	0.0001	0.0009	0.0	0.9971	0.0001	0.0001	0.0013	0.0	0.0	0.0005
Q13474|cell-envelope	Cytoplasm	0.0249	0.1933	0.7777	0.0001	0.0013	0.0098	0.0008	0.0039	0.0079	0.0041	0.0011
Q07075|cell-envelope	Golgi_apparatus	0.8921	0.0007	0.0085	0.0044	0.0423	0.0262	0.1802	0.0033	0.6672	0.0572	0.01
Q96P44|secreted	Extracellular	0.0	0.0	0.0	0.9953	0.0	0.0001	0.0039	0.0	0.0	0.0007	0.0
Q7Z553|cell-envelope	Cell_membrane	0.9299	0.0005	0.001	0.0269	0.0021	0.8025	0.1411	0.0004	0.0047	0.0196	0.0012
Q32M45|cell-envelope	Cell_membrane	0.9909	0.0001	0.0	0.0	0.0009	0.9534	0.0205	0.0001	0.005	0.0199	0.0001
Q8NFP4|cell-envelope	Cell_membrane	0.9719	0.0003	0.0004	0.0302	0.0001	0.892	0.0742	0.0	0.0019	0.0007	0.0002
Q96DN2|secreted	Extracellular	0.0017	0.0	0.0	0.9984	0.0	0.001	0.0003	0.0	0.0	0.0002	0.0
Q9H2X0|secreted	Extracellular	0.0011	0.0002	0.0009	0.9884	0.0001	0.0065	0.0022	0.0	0.0003	0.0013	0.0
Q6UXZ4|cell-envelope	Cell_membrane	0.9963	0.0	0.0	0.0003	0.0016	0.9727	0.0221	0.0	0.0023	0.0009	0.0
Q86TH1|secreted	Extracellular	0.0	0.0	0.0	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0002	0.0
Q8N6Y1|cell-envelope	Cell_membrane	0.9823	0.0005	0.0002	0.0004	0.0463	0.6576	0.1638	0.0012	0.0942	0.0322	0.0036
Q9NRU3|cell-envelope	Cell_membrane	0.9826	0.0056	0.001	0.0014	0.0203	0.7544	0.1672	0.0014	0.0366	0.0072	0.0048
Q5SY80|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0001	0.7387	0.2566	0.0	0.0039	0.0007	0.0
Q9BXB1|cell-envelope	Cell_membrane	0.9859	0.0	0.0	0.0002	0.0001	0.9729	0.0085	0.0	0.0014	0.0168	0.0
Q9Y5I0|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9976	0.0016	0.0	0.0006	0.0001	0.0
Q9Y5H6|cell-envelope	Cell_membrane	0.9954	0.0006	0.0002	0.0001	0.0015	0.9628	0.0329	0.0	0.0012	0.0004	0.0003
Q9Y5H8|cell-envelope	Cell_membrane	0.9979	0.0002	0.0001	0.0001	0.0007	0.9962	0.0019	0.0	0.0006	0.0002	0.0
Q8TE58|secreted	Extracellular	0.0005	0.0	0.0002	0.9989	0.0	0.0004	0.0003	0.0	0.0	0.0002	0.0
Q9Y5H5|cell-envelope	Cell_membrane	0.9996	0.0	0.0	0.0	0.0	0.999	0.0007	0.0	0.0001	0.0002	0.0
Q76M96|secreted	Extracellular	0.0383	0.0289	0.0084	0.7571	0.0493	0.0462	0.0791	0.0008	0.0082	0.0221	0.0001
Q9H8L6|secreted	Mitochondrion	0.4256	0.0134	0.1321	0.1	0.4	0.0178	0.1507	0.1342	0.0153	0.0139	0.0227
Q9Y5I1|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0001	0.9948	0.0026	0.0	0.0023	0.0002	0.0
Q9Y5H9|cell-envelope	Cell_membrane	0.9985	0.0	0.0	0.0001	0.0002	0.9967	0.0019	0.0	0.0009	0.0002	0.0
Q9UN74|cell-envelope	Cell_membrane	0.9975	0.0002	0.0001	0.0001	0.0009	0.9942	0.0032	0.0	0.0007	0.0003	0.0001
Q8IZJ1|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0001	0.0002	0.9991	0.0004	0.0	0.0001	0.0	0.0
Q9Y5F6|cell-envelope	Cell_membrane	0.9269	0.0002	0.0	0.052	0.0001	0.8606	0.0579	0.0	0.0177	0.0115	0.0
Q01974|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0001	0.0	0.0
Q86UX2|secreted	Extracellular	0.0176	0.0003	0.0014	0.8488	0.0034	0.0073	0.1166	0.0008	0.0	0.0214	0.0
O75899|cell-envelope	Cell_membrane	0.9817	0.0003	0.0	0.0003	0.0007	0.9176	0.0374	0.0	0.0194	0.0243	0.0
Q9UN75|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0	0.0001	0.9944	0.0041	0.0	0.0009	0.0004	0.0
Q9Y5F7|cell-envelope	Cell_membrane	0.9987	0.0001	0.0	0.0001	0.0002	0.9079	0.0418	0.0	0.048	0.0019	0.0
Q05586|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0002	0.9942	0.0053	0.0	0.0002	0.0001	0.0
Q9UN72|cell-envelope	Cell_membrane	0.999	0.0001	0.0	0.0	0.0001	0.9969	0.0021	0.0	0.0004	0.0003	0.0
Q9Y5H7|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9979	0.0014	0.0	0.0007	0.0	0.0
Q9Y5H3|cell-envelope	Cell_membrane	0.9972	0.0	0.0	0.0	0.0002	0.9775	0.0173	0.0	0.0026	0.0024	0.0
Q9ULT6|cell-envelope	Cell_membrane	0.9996	0.0002	0.0	0.0001	0.0002	0.982	0.008	0.0	0.0093	0.0002	0.0
Q9Y5H2|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9207	0.0693	0.0	0.009	0.001	0.0
Q9UN70|cell-envelope	Cell_membrane	0.9984	0.0	0.0	0.0	0.0001	0.9951	0.0034	0.0	0.0004	0.001	0.0
O14939|cell-envelope	Nucleus	0.0749	0.4289	0.4156	0.0009	0.0132	0.0037	0.0026	0.0036	0.0017	0.0034	0.1265
Q9Y5H1|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0	0.0	0.9626	0.0305	0.0	0.0061	0.0009	0.0
Q9Y5G4|cell-envelope	Cell_membrane	0.9916	0.0	0.0	0.0001	0.0	0.9777	0.0168	0.0	0.002	0.0034	0.0
Q9Y5G6|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9826	0.0163	0.0	0.0007	0.0004	0.0
Q9Y5G7|cell-envelope	Cell_membrane	0.9984	0.0	0.0	0.0	0.0001	0.9812	0.0157	0.0	0.0015	0.0014	0.0
Q9NR82|cell-envelope	Cell_membrane	0.9721	0.0142	0.001	0.0002	0.0097	0.8121	0.0878	0.0016	0.0367	0.0292	0.0074
Q9Y5H0|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0	0.0	0.9802	0.0185	0.0	0.001	0.0003	0.0
O60330|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9836	0.0139	0.0	0.0019	0.0005	0.0
Q9Y5G5|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0	0.0	0.9552	0.039	0.0	0.0037	0.002	0.0
Q9Y5G2|cell-envelope	Cell_membrane	0.9921	0.0006	0.0001	0.0003	0.0016	0.8989	0.0762	0.0001	0.0205	0.0017	0.0001
Q9Y5H4|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.989	0.0088	0.0	0.002	0.0002	0.0
Q9Y210|cell-envelope	Cell_membrane	0.9237	0.002	0.0002	0.0	0.0015	0.7245	0.076	0.0001	0.0348	0.1605	0.0005
O95185|cell-envelope	Cell_membrane	0.9981	0.0	0.0	0.0	0.0001	0.9922	0.0025	0.0	0.0027	0.0026	0.0
Q9Y5G8|cell-envelope	Cell_membrane	0.9982	0.0	0.0	0.0	0.0001	0.9731	0.0246	0.0	0.0017	0.0005	0.0
Q9Y5F9|cell-envelope	Cell_membrane	0.9978	0.0003	0.0	0.0	0.0003	0.9003	0.0765	0.0	0.0212	0.0013	0.0
Q9UNA0|secreted	Extracellular	0.0002	0.0	0.0001	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0
Q9Y5F8|cell-envelope	Cell_membrane	0.9956	0.0006	0.0001	0.0	0.0004	0.8989	0.0729	0.0	0.0233	0.0037	0.0
Q9Y5G1|cell-envelope	Cell_membrane	0.9888	0.0017	0.0002	0.0004	0.0022	0.8383	0.1055	0.0001	0.0406	0.0108	0.0001
Q9Y5G3|cell-envelope	Cell_membrane	0.9984	0.0002	0.0	0.0	0.0001	0.9185	0.0651	0.0	0.0147	0.0014	0.0
Q5T6X5|cell-envelope	Cell_membrane	0.9726	0.0003	0.0	0.0002	0.0005	0.8966	0.0437	0.0001	0.0128	0.0458	0.0001
Q9Y2I9|cell-envelope	Cytoplasm	0.3079	0.185	0.3694	0.0046	0.0013	0.3463	0.0197	0.0012	0.0323	0.0363	0.004
Q9UN71|cell-envelope	Cell_membrane	0.9912	0.0003	0.0	0.0002	0.0003	0.954	0.0353	0.0	0.0057	0.0042	0.0
Q9Y5G0|cell-envelope	Cell_membrane	0.9923	0.0006	0.0001	0.0007	0.001	0.9408	0.043	0.0001	0.0098	0.004	0.0
Q9Y4C2|cell-envelope	Peroxisome	0.3862	0.0106	0.1928	0.025	0.0752	0.1266	0.0442	0.0355	0.0036	0.0636	0.423
Q9UPR5|cell-envelope	Cell_membrane	0.8837	0.0	0.0001	0.0001	0.0022	0.8112	0.0195	0.0002	0.0031	0.1634	0.0002
P20849|secreted	Extracellular	0.0008	0.0	0.0	0.9949	0.0001	0.0048	0.0001	0.0	0.0	0.0001	0.0
A6NFQ2|cell-envelope	Cell_membrane	0.5163	0.0192	0.1652	0.0651	0.064	0.2492	0.069	0.025	0.0055	0.0978	0.2401
Q9UL12|mitochondrion-matrix	Mitochondrion	0.4758	0.0002	0.0033	0.0005	0.8938	0.0004	0.0	0.0988	0.0	0.0001	0.0028
Q9UPX6|cell-envelope	Nucleus	0.6521	0.5682	0.1109	0.0021	0.0096	0.1279	0.0427	0.0069	0.1031	0.0179	0.0106
Q9BXP2|cell-envelope	Cell_membrane	0.955	0.0	0.0	0.0	0.0011	0.9147	0.0069	0.0	0.0037	0.073	0.0005
Q14833|cell-envelope	Cell_membrane	0.9943	0.0	0.0	0.0	0.0003	0.9823	0.0088	0.0	0.0028	0.0056	0.0
P02730|cell-envelope	Lysosome/Vacuole	0.6235	0.001	0.0003	0.0	0.0023	0.2739	0.1057	0.0002	0.0499	0.5663	0.0005
Q92953|cell-envelope	Cell_membrane	0.997	0.0	0.0	0.0	0.0001	0.9866	0.0064	0.0	0.0023	0.0045	0.0
Q4KMQ2|cell-envelope	Cell_membrane	0.9927	0.0	0.0	0.0	0.0002	0.9524	0.0291	0.0	0.0048	0.0134	0.0
